,Model name,X_train,X_test,X_test1,X_test2,X_test3,X_test4,Epochs,Number of parameters,Batches,Learning rate,Train duration,Rotation range,Shear range,Shift range,Hor flip,Ver flip,Zoom range,Fill mode,Number of classes,Regularization Strength
0,20.11.2017 19:2:41,0.981981982,0.6310810811,0.8540540541,0.409009009,0.645045045,0.6162162162,2000,15401839,64,0.01,3262,45,0,0.4,False,False,0.5,reflect,111,
0,20.11.2017 19:57:5,0.9711711712,0.6418918919,0.7891891892,0.4972972973,0.6738738739,0.6072072072,2000,15401839,64,0.01,3258,45,0,0.4,False,False,0.7,reflect,111,
0,20.11.2017 20:50:30,0.7891891892,0.3698198198,0.5927927928,0.1513513514,0.3495495495,0.3855855856,2000,15401839,64,0.01,3198,45,0,0.4,False,False,0.1,reflect,111,
0,21.11.2017 9:43:57,0.6594594595,0.3743243243,0.4810810811,0.5711711712,0.1801801802,0.2648648649,100,15401839,64,0.01,164,45,0,0.4,False,False,"[0.5, 1.0]",reflect,111,
0,21.11.2017 10:47:44,0.2774774775,0.1554054054,0.2108108108,0.0504504505,0.1891891892,0.1711711712,100,15401839,64,0.01,164,180,0,0.4,False,False,1,reflect,111,
0,21.11.2017 11:44:32,0.763963964,0.5103603604,0.645045045,0.1459459459,0.5531531532,0.6972972973,2000,15401839,64,0.01,3234,180,0,0.4,False,False,1,reflect,111,
0,21.11.2017 12:40:51,0.7315315315,0.4972972973,0.6378378378,0.1711711712,0.5171171171,0.6630630631,2000,15401839,64,0.01,3229,180,0.2,0.4,False,False,1,reflect,111,
0,21.11.2017 15:23:50,0.1333333333,0.0648648649,0.0900900901,0.0198198198,0.0594594595,0.0900900901,100,15401839,64,0.001,165,180,0.2,0.4,False,False,1,reflect,111,0.01
0,21.11.2017 15:26:42,0.018018018,0.0216216216,0.018018018,0.0252252252,0.0252252252,0.018018018,100,15401839,64,0.001,167,180,0.2,0.4,False,False,1,reflect,111,0.05
0,21.11.2017 15:29:34,0.0144144144,0.0144144144,0.0162162162,0.009009009,0.0162162162,0.0162162162,100,15401839,64,0.001,167,180,0.2,0.4,False,False,1,reflect,111,0.1
0,21.11.2017 15:59:34,0.6234234234,0.3923423423,0.5099099099,0.0612612613,0.3369369369,0.6612612613,1000,15401839,64,0.001,1654,180,0.2,0.4,False,False,1,reflect,111,0.01
0,21.11.2017 16:26:4,0.9855855856,0.3941441441,0.6144144144,0.2756756757,0.4108108108,0.2756756757,500,15401839,64,0.01,867,0,0.2808742915,0.1356162183,False,False,0,reflect,111,0.01
0,21.11.2017 16:27:9,0.0630630631,0.0427927928,0.0594594595,0.0108108108,0.0414414414,0.0594594595,1000,15401839,64,0.001,1650,180,0.2,0.4,False,False,1,reflect,111,0.05
0,21.11.2017 16:40:21,0.4144144144,0.2243243243,0.3387387387,0.2,0.2198198198,0.1387387387,500,15401839,64,0.01,852,0,0.4831069875,0.4200426784,False,False,0,reflect,111,0.01
0,21.11.2017 16:54:7,0.009009009,0.009009009,0.009009009,0.009009009,0.009009009,0.009009009,1000,15401839,64,0.001,1613,180,0.2,0.4,False,False,1,reflect,111,0.1
0,21.11.2017 16:54:37,0.9711711712,0.3986486486,0.6162162162,0.2684684685,0.436036036,0.2738738739,500,15401839,64,0.01,850,0,0.4090354716,0.1350574431,False,False,0,reflect,111,0.01
0,21.11.2017 17:8:49,0.8810810811,0.4436936937,0.7207207207,0.2828828829,0.4216216216,0.3495495495,500,15401839,64,0.01,847,0,0.2652598684,0.4610141991,False,False,0,reflect,111,0.01
0,21.11.2017 17:21:15,0.7315315315,0.4689189189,0.6234234234,0.0648648649,0.427027027,0.7603603604,1000,15401839,64,0.005,1622,180,0.2,0.4,False,False,1,reflect,111,0.01
0,21.11.2017 17:23:3,0.9693693694,0.4126126126,0.6702702703,0.2342342342,0.4612612613,0.2846846847,500,15401839,64,0.01,849,0,0.1851429304,0.1862182801,False,False,0,reflect,111,0.01
0,21.11.2017 17:37:25,0.009009009,0.009009009,0.009009009,0.009009009,0.009009009,0.009009009,500,15401839,64,0.01,856,0,0.0169705653,0.1331535824,False,False,0,reflect,111,0.01
0,21.11.2017 17:48:24,0.036036036,0.0342342342,0.0414414414,0.0198198198,0.0342342342,0.0414414414,1000,15401839,64,0.005,1624,180,0.2,0.4,False,False,1,reflect,111,0.05
0,21.11.2017 17:51:38,0.954954955,0.5265765766,0.8522522523,0.2648648649,0.5333333333,0.4558558559,500,15401839,64,0.01,847,0,0.329631815,0.4337827125,False,False,0,reflect,111,0.01
0,21.11.2017 18:5:57,0.9567567568,0.4720720721,0.7657657658,0.2828828829,0.5225225225,0.3171171171,500,15401839,64,0.01,854,0,0.0170779905,0.3263382782,False,False,0,reflect,111,0.01
0,21.11.2017 18:14:56,0.009009009,0.009009009,0.009009009,0.009009009,0.009009009,0.009009009,1000,15401839,64,0.005,1587,180,0.2,0.4,False,False,1,reflect,111,0.1
0,21.11.2017 18:20:17,0.627027027,0.2734234234,0.4828828829,0.0936936937,0.3297297297,0.1873873874,500,15401839,64,0.01,854,0,0.2213322092,0.3440089216,False,False,0,reflect,111,0.01
0,21.11.2017 18:31:52,0.97,0.7675,0.97,0.4,0.73,0.97,500,3078164,64,0.005,335,180,0.2,0.45,True,True,0.5,reflect,20,0.01
0,21.11.2017 18:34:24,0.9747747748,0.5031531532,0.8162162162,0.2288288288,0.5603603604,0.4072072072,500,15401839,64,0.01,842,0,0.4575009813,0.2345920191,False,False,0,reflect,111,0.01
0,21.11.2017 18:41:23,0.72,0.5725,0.7,0.17,0.66,0.76,500,3078164,64,0.002,337,180,0.2,0.45,True,True,0.7,reflect,20,0.01
0,21.11.2017 18:47:2,0.71,0.525,0.58,0.19,0.5,0.83,500,3078164,64,0.002,337,180,0.2,0.45,True,True,1,reflect,20,0.01
0,21.11.2017 19:3:46,0.63,0.42,0.55,0.29,0.2,0.64,250,3078164,64,0.005,165,180,0.3333333333,0.45,True,True,"[0.5, 1.0]",reflect,20,0.01
0,21.11.2017 19:6:37,0.67,0.515,0.6,0.05,0.7,0.71,250,3078164,64,0.005,169,180,0.3333333333,0.45,True,True,"[1.0, 1.5]",reflect,20,0.01
0,21.11.2017 19:17:41,0.645045045,0.4216216216,0.5603603604,0.4198198198,0.1675675676,0.5387387387,250,15401839,64,0.01,441,180,0.3333333333,0.45,True,True,"[-1.0, -0.5]",reflect,111,0.01
0,21.11.2017 19:25:16,0.7243243243,0.4594594595,0.5945945946,0.0288288288,0.5351351351,0.6792792793,250,15401839,64,0.01,449,180,0.3333333333,0.45,True,True,"[-1.5, -1.0]",reflect,111,0.01
0,21.11.2017 19:42:43,0.8396396396,0.5247747748,0.7495495495,0.1621621622,0.4144144144,0.772972973,250,15401839,64,0.01,448,180,0.3333333333,0.45,True,True,0.5,reflect,111,0.01
0,21.11.2017 19:47:6,0.4558558559,0.3540540541,0.4018018018,0.027027027,0.5495495495,0.4378378378,250,15401839,64,0.005,408,180,0.3333333333,0.4,True,True,"[1.4, 1.5]",reflect,111,0.01
0,21.11.2017 19:50:54,0.3387387387,0.309009009,0.2828828829,0.6252252252,0.0612612613,0.2666666667,250,15401839,64,0.01,453,180,0.3333333333,0.45,True,True,"[0.6, 0.7]",reflect,111,0.01
0,21.11.2017 19:57:39,0.5765765766,0.3855855856,0.4648648649,0.0342342342,0.8,0.2432432432,250,15401839,64,0.005,409,0,0,0.4,True,True,"[1.4, 1.5]",reflect,111,0.01
0,21.11.2017 20:0:9,0.1477477477,0.0959459459,0.1387387387,0.1153153153,0.0720720721,0.0576576577,250,15401839,64,0.01,451,0,0,0.45,True,True,"[0.6, 0.7]",reflect,111,0.01
0,21.11.2017 20:12:5,0.7747747748,0.3941441441,0.5081081081,0.0486486486,0.8198198198,0.2,250,15401839,64,0.005,427,0,0,0.4,False,False,"[1.4, 1.5]",reflect,111,0.01
0,21.11.2017 20:14:57,0.5981981982,0.4135135135,0.5063063063,0.7459459459,0.2018018018,0.2,250,15401839,64,0.005,454,0,0,0.4,False,False,"[0.6, 0.7]",reflect,111,0.01
0,21.11.2017 20:23:19,0.6684684685,0.4531531532,0.563963964,0.8162162162,0.181981982,0.2504504505,250,7609327,64,0.005,337,0,0,0.4,False,False,"[0.6, 0.7]",reflect,111,0.01
0,21.11.2017 20:23:39,0.7135135135,0.3720720721,0.4378378378,0.0432432432,0.8234234234,0.1837837838,250,7609327,64,0.005,352,0,0,0.4,False,False,"[1.4, 1.5]",reflect,111,0.01
0,21.11.2017 20:34:4,0.1369369369,0.1220720721,0.1135135135,0.245045045,0.0576576577,0.0720720721,250,7609327,64,0.005,330,0,0,0,True,True,"[0.55, 0.65]",reflect,111,0.01
0,21.11.2017 20:35:2,0.2162162162,0.1184684685,0.1297297297,0.0468468468,0.2468468468,0.0504504505,250,7609327,64,0.005,350,0,0,0,True,True,"[1.4, 1.5]",reflect,111,0.01
0,21.11.2017 20:41:7,0.2108108108,0.1509009009,0.1243243243,0.3351351351,0.0558558559,0.0882882883,250,7609327,64,0.005,330,0,0.2,0,True,True,"[0.55, 0.65]",reflect,111,0.01
0,21.11.2017 20:46:29,0.6144144144,0.3342342342,0.3855855856,0.0342342342,0.7315315315,0.1855855856,250,7609327,64,0.005,352,0,0,0.2,True,True,"[1.4, 1.5]",reflect,111,0.01
0,21.11.2017 20:47:47,0.4576576577,0.3617117117,0.3513513514,0.8072072072,0.1063063063,0.181981982,250,7609327,64,0.005,331,0,0,0.2,True,True,"[0.55, 0.65]",reflect,111,0.01
0,21.11.2017 20:53:48,0.781981982,0.2783783784,0.3369369369,0.0468468468,0.618018018,0.1117117117,250,7609327,64,0.005,350,0,0,0.2,False,False,"[1.4, 1.5]",reflect,111,0.01
0,21.11.2017 20:54:45,0.5855855856,0.354954955,0.372972973,0.7567567568,0.1459459459,0.1441441441,250,7609327,64,0.005,332,0,0,0.2,False,False,"[0.55, 0.65]",reflect,111,0.01
0,21.11.2017 21:32:28,0.4234234234,0.354954955,0.3207207207,0.836036036,0.0954954955,0.1675675676,1000,7609327,64,0.002,1324,0,0,0.2,True,True,"[0.55, 0.65]",reflect,111,0.01
0,21.11.2017 21:34:14,0.6522522523,0.3432432432,0.3963963964,0.045045045,0.7531531532,0.1783783784,1000,7609327,64,0.002,1406,0,0,0.2,True,True,"[1.4, 1.5]",reflect,111,0.01
0,21.11.2017 21:54:30,0.6216216216,0.3576576577,0.3891891892,0.7405405405,0.1585585586,0.1423423423,1000,7609327,64,0.002,1318,0,0,0.2,False,False,"[0.55, 0.65]",reflect,111,0.01
0,21.11.2017 21:57:40,0.7981981982,0.2662162162,0.3009009009,0.0486486486,0.6126126126,0.1027027027,1000,7609327,64,0.002,1402,0,0,0.2,False,False,"[1.4, 1.5]",reflect,111,0.01
0,21.11.2017 22:16:47,0.427027027,0.3801801802,0.3621621622,0.8612612613,0.1171171171,0.1801801802,1000,7609327,64,0.002,1333,0,0,0.3,True,True,"[0.55, 0.65]",reflect,111,0.01
0,21.11.2017 22:21:12,0.554954955,0.3693693694,0.409009009,0.036036036,0.827027027,0.2054054054,1000,7609327,64,0.002,1408,0,0,0.3,True,True,"[1.4, 1.5]",reflect,111,0.01
0,21.11.2017 22:39:9,0.5189189189,0.3792792793,0.3747747748,0.8684684685,0.1369369369,0.1369369369,1000,7609327,64,0.002,1338,0,0,0.3,False,False,"[0.55, 0.65]",reflect,111,0.01
0,21.11.2017 22:45:6,0.7621621622,0.3315315315,0.418018018,0.045045045,0.7315315315,0.1315315315,1000,7609327,64,0.002,1430,0,0,0.3,False,False,"[1.4, 1.5]",reflect,111,0.01
0,21.11.2017 23:2:59,0.3531531532,0.3662162162,0.3135135135,0.8954954955,0.0846846847,0.1711711712,1000,7609327,64,0.002,1426,0,0,0.4,True,True,"[0.55, 0.65]",reflect,111,0.01
0,21.11.2017 23:9:57,0.5441441441,0.372972973,0.418018018,0.0252252252,0.8072072072,0.2414414414,1000,7609327,64,0.002,1486,0,0,0.4,True,True,"[1.4, 1.5]",reflect,111,0.01
0,21.11.2017 23:26:36,0.5135135135,0.4036036036,0.4144144144,0.8594594595,0.1693693694,0.1711711712,1000,7609327,64,0.002,1414,0,0,0.4,False,False,"[0.55, 0.65]",reflect,111,0.01
0,21.11.2017 23:34:35,0.6900900901,0.3684684685,0.436036036,0.0468468468,0.8216216216,0.1693693694,1000,7609327,64,0.002,1474,0,0,0.4,False,False,"[1.4, 1.5]",reflect,111,0.01
0,21.11.2017 23:50:7,0.5837837838,0.4121621622,0.4738738739,0.8,0.154954955,0.2198198198,1000,7609327,64,0.002,1407,0,0,0.2,True,True,"[0.6, 0.7]",reflect,111,0.01
0,21.11.2017 23:59:25,0.6198198198,0.3463963964,0.3675675676,0.0324324324,0.8162162162,0.1693693694,1000,7609327,64,0.002,1486,0,0,0.2,True,True,"[1.45, 1.55]",reflect,111,0.01
0,22.11.2017 0:13:30,0.7171171171,0.3743243243,0.4648648649,0.7297297297,0.1513513514,0.1513513514,1000,7609327,64,0.002,1398,0,0,0.2,False,False,"[0.6, 0.7]",reflect,111,0.01
0,22.11.2017 0:24:1,0.7459459459,0.2653153153,0.3117117117,0.0414414414,0.6126126126,0.0954954955,1000,7609327,64,0.002,1472,0,0,0.2,False,False,"[1.45, 1.55]",reflect,111,0.01
0,22.11.2017 0:37:11,0.5567567568,0.436036036,0.4738738739,0.8828828829,0.1387387387,0.2486486486,1000,7609327,64,0.002,1417,0,0,0.3,True,True,"[0.6, 0.7]",reflect,111,0.01
0,22.11.2017 0:48:49,0.5747747748,0.3747747748,0.4126126126,0.036036036,0.8540540541,0.1963963964,1000,7609327,64,0.002,1483,0,0,0.3,True,True,"[1.45, 1.55]",reflect,111,0.01
0,22.11.2017 1:0:43,0.6918918919,0.4522522523,0.5567567568,0.8324324324,0.2216216216,0.1981981982,1000,7609327,64,0.002,1408,0,0,0.3,False,False,"[0.6, 0.7]",reflect,111,0.01
0,22.11.2017 1:13:29,0.7297297297,0.3324324324,0.3927927928,0.0504504505,0.7585585586,0.1279279279,1000,7609327,64,0.002,1477,0,0,0.3,False,False,"[1.45, 1.55]",reflect,111,0.01
0,22.11.2017 1:24:39,0.4864864865,0.4225225225,0.4702702703,0.8288288288,0.1387387387,0.2522522523,1000,7609327,64,0.002,1432,0,0,0.4,True,True,"[0.6, 0.7]",reflect,111,0.01
0,22.11.2017 1:38:19,0.4702702703,0.3635135135,0.3783783784,0.0342342342,0.8414414414,0.2,1000,7609327,64,0.002,1486,0,0,0.4,True,True,"[1.45, 1.55]",reflect,111,0.01
0,22.11.2017 1:48:22,0.5189189189,0.3959459459,0.4306306306,0.845045045,0.1369369369,0.1711711712,1000,7609327,64,0.002,1419,0,0,0.4,False,False,"[0.6, 0.7]",reflect,111,0.01
0,22.11.2017 2:2:46,0.6036036036,0.3342342342,0.3675675676,0.027027027,0.8036036036,0.1387387387,1000,7609327,64,0.002,1462,0,0,0.4,False,False,"[1.45, 1.55]",reflect,111,0.01
0,22.11.2017 10:15:22,0.9459459459,0.2869369369,0.4468468468,0.0756756757,0.1765765766,0.4486486486,500,7609327,64,0.002,721,180,0,0,False,False,0,reflect,111,0.01
0,22.11.2017 10:15:34,0.981981982,0.0576576577,0.1135135135,0.0342342342,0.0468468468,0.036036036,250,7609327,64,0.002,219,0,0,0,False,False,0,reflect,111,0.01
0,22.11.2017 10:21:50,0.9351351351,0.1783783784,0.3171171171,0.0774774775,0.1747747748,0.1441441441,250,7609327,64,0.002,219,0,0,0,True,True,0,reflect,111,0.01
0,22.11.2017 10:27:26,0.9585585586,0.2594594595,0.4198198198,0.0540540541,0.1567567568,0.4072072072,500,7609327,64,0.002,720,180,0,0,False,False,0,wrap,111,0.01
0,22.11.2017 10:33:21,0.9927927928,0.3725225225,0.6918918919,0.1081081081,0.3783783784,0.3117117117,250,7609327,64,0.002,361,0,0,0.1,True,True,0,reflect,111,0.01
0,22.11.2017 10:39:26,0.9855855856,0.3648648649,0.6792792793,0.1297297297,0.3567567568,0.2936936937,250,7609327,64,0.002,360,0,0,0.1,True,True,0,wrap,111,0.01
0,22.11.2017 10:41:42,0.981981982,0.3081081081,0.4936936937,0.0630630631,0.2036036036,0.4720720721,500,7609327,64,0.002,739,180,0,0,True,True,0,reflect,111,0.01
0,22.11.2017 10:45:38,0.9693693694,0.4274774775,0.8018018018,0.1063063063,0.418018018,0.3837837838,250,7609327,64,0.002,367,0,0,0.2,True,True,0,reflect,111,0.01
0,22.11.2017 10:51:46,0.9711711712,0.4436936937,0.7945945946,0.0990990991,0.5009009009,0.3801801802,250,7609327,64,0.002,364,0,0,0.2,True,True,0,wrap,111,0.01
0,22.11.2017 10:54:0,0.9621621622,0.2833333333,0.445045045,0.0846846847,0.1855855856,0.418018018,500,7609327,64,0.002,733,180,0,0,True,True,0,wrap,111,0.01
0,22.11.2017 10:57:51,0.9477477477,0.4693693694,0.8576576577,0.0810810811,0.5045045045,0.4342342342,250,7609327,64,0.002,361,0,0,0.3,True,True,0,reflect,111,0.01
0,22.11.2017 11:3:49,0.954954955,0.4797297297,0.8774774775,0.0702702703,0.5387387387,0.4324324324,250,7609327,64,0.002,353,0,0,0.3,True,True,0,wrap,111,0.01
0,22.11.2017 11:38:39,0.9009009009,0.4522522523,0.7513513514,0.0720720721,0.2216216216,0.763963964,350,7609327,64,0.002,514,180,0,0.2,True,True,0,reflect,111,0.01
